date,open,high,low,close,adj close,volume,MACD,RSI,TEMA,ADR
2020-08-18,25470.970703125,25470.970703125,25257.880859375,25367.380859375,25367.380859375,1534776000,65.26767085770916,56.207448368928546,25405.86393429161,416.962109375
2020-08-19,25359.029296875,25382.509765625,25079.25,25178.91015625,25178.91015625,1132238600,68.78267486826007,52.79828417505405,25278.941565104567,385.673828125
2020-08-20,25055.349609375,25055.349609375,24621.3203125,24791.390625,24791.390625,1995701500,39.83965780336075,46.54686129004937,24941.195456617745,325.053515625
2020-08-21,25007.130859375,25178.7890625,24885.859375,25113.83984375,25113.83984375,1210267900,42.431821625526936,51.67418430830444,25022.13814608063,342.74765625
2020-08-24,25352.7890625,25551.580078125,25325.150390625,25551.580078125,25551.580078125,1352263800,78.8984685672076,57.61768073733864,25374.276653438017,333.737890625
2020-08-25,25586.990234375,25621.080078125,25352.259765625,25486.220703125,25486.220703125,1350837400,101.35624034827924,56.50032902811459,25481.496252604342,293.94765625
2020-08-26,25520.41015625,25603.169921875,25360.029296875,25491.7890625,25491.7890625,1319876200,118.24050034652828,56.577588567039754,25521.491678398543,305.09375
2020-08-27,25469.76953125,25469.76953125,25186.419921875,25281.150390625,25281.150390625,1701268300,113.31840846095292,52.760185741439656,25379.39750932016,293.069921875
2020-08-28,25330.76953125,25749.400390625,25258.16015625,25422.060546875,25422.060546875,2065272600,119.41135208029664,54.94999973839977,25409.32750087595,262.933984375
2020-08-31,25732.490234375,25847.109375,25177.05078125,25177.05078125,25177.05078125,3195378200,103.27932880608569,50.561233137774785,25247.89856533201,302.59609375
2020-09-01,25085.669921875,25254.140625,24995.44921875,25184.849609375,25184.849609375,1729452000,90.08543385811572,50.69621818446167,25183.379936077035,391.321875
2020-09-02,25239.859375,25239.859375,24931.169921875,25120.08984375,25120.08984375,2349955800,73.55571334337947,49.48790991995349,25115.319123267243,389.29609375
2020-09-03,25026.990234375,25216.01953125,24854.580078125,25007.599609375,25007.599609375,2007341100,50.79327619862306,47.3756302459512,25013.6531873496,402.405859375
2020-09-04,24668.80078125,24813.9609375,24488.640625,24695.44921875,24695.44921875,3393745100,7.479783524682716,42.01637290870691,24758.498080291607,418.023828125
2020-09-07,24621.01953125,24908.2890625,24475.609375,24589.650390625,24589.650390625,1682872900,-34.98030421327712,40.35028513787474,24585.963361080547,384.83984375
2020-09-08,24785.259765625,24785.259765625,24341.3203125,24624.33984375,24624.33984375,2074591000,-65.08087300834086,41.173949524264295,24554.209334968447,337.3640625
2020-09-09,24295.419921875,24520.919921875,24213.359375,24468.9296875,24468.9296875,1749348400,-100.31964750593033,38.602244792352266,24450.217821082577,374.413671875
2020-09-10,24584.939453125,24615.599609375,24293.2109375,24313.5390625,24313.5390625,1349478000,-139.18094361213662,36.16963315532811,24312.198624286637,374.187890625
2020-09-11,24352.630859375,24572.66015625,24293.029296875,24503.310546875,24503.310546875,1306598900,-152.9032749718317,41.05500867825241,24402.53494806956,366.377734375
2020-09-14,24569.029296875,24750.94921875,24556.51953125,24640.279296875,24640.279296875,1091380700,-150.98563357109742,44.36476312467866,24552.88660275825,357.23984375
2020-09-15,24621.650390625,24826.869140625,24621.650390625,24732.759765625,24732.759765625,1733769600,-140.38522330044725,46.54715581436352,24689.481133920748,309.58984375
2020-09-16,24823.9609375,24829.869140625,24635.240234375,24725.630859375,24725.630859375,1303202100,-131.04891381936977,46.39607068434011,24742.06992736497,261.845703125
2020-09-17,24676.41015625,24713.7890625,24250.900390625,24340.849609375,24340.849609375,1630900300,-152.9354749116028,39.03189855961933,24487.921557889003,239.259375
2020-09-18,24381.130859375,24501.16015625,24295.009765625,24455.41015625,24455.41015625,2301812900,-159.2014863490367,41.98442108778771,24454.961881934538,267.359375
2020-09-21,24483.91015625,24542.55078125,23928.01953125,23950.689453125,23950.689453125,1602081500,-202.55907647541244,34.1400897157874,24090.011673842815,252.66328125
2020-09-22,23839.669921875,23908.509765625,23675.619140625,23716.849609375,23716.849609375,1553227700,-252.87420736769855,31.228863105198286,23775.91688742059,336.68359375
