date,open,high,low,close,adj close,volume,MACD,RSI,TEMA,ADR
2020-01-02,28249.369140625,28543.51953125,28245.970703125,28543.51953125,28543.51953125,1262732800,0.0,,28543.51953125,297.548828125
2020-01-03,28828.359375,28883.30078125,28428.169921875,28451.5,28451.5,1797904800,-2.064540765226411,0.0,28457.38925,297.548828125
2020-01-06,28326.5,28367.869140625,28054.2890625,28226.189453125,28226.189453125,1793426600,-9.617501295801048,0.0,28253.637647377076,329.065234375
2020-01-07,28352.6796875,28473.080078125,28264.0703125,28322.060546875,28322.060546875,1302687200,-9.355645946998266,24.938413819525195,28284.55624439316,332.271484375
2020-01-08,27999.580078125,28198.609375,27857.73046875,28087.919921875,28087.919921875,1709241600,-18.333392096188618,15.060269796393783,28123.22810403122,314.563671875
2020-01-09,28367.650390625,28561.0,28325.859375,28561.0,28561.0,1692786200,-3.1564470989760594,54.37970086805339,28424.166535471082,323.2296875
2020-01-10,28665.140625,28665.140625,28504.26953125,28638.19921875,28638.19921875,1448401000,10.12829898239579,57.81173020508153,28601.117401393432,310.748046875
2020-01-13,28772.369140625,28971.400390625,28671.83984375,28954.939453125,28954.939453125,1765055700,33.93738438613582,68.33675806417418,28893.186232271266,251.89609375
2020-01-14,29149.529296875,29149.529296875,28790.490234375,28885.140625,28885.140625,1643504700,46.445382613208494,64.51700474542724,28949.366875883392,249.0921875
2020-01-15,28891.0703125,28972.6796875,28619.099609375,28773.58984375,28773.58984375,1240120700,48.896585800150206,58.85496136422738,28874.129262222807,279.098046875
2020-01-16,28806.119140625,28987.73046875,28709.5703125,28883.0390625,28883.0390625,1620926200,55.813099345024966,62.34658996698437,28904.7706607946,281.63828125
2020-01-17,28988.16015625,29101.150390625,28813.130859375,29056.419921875,29056.419921875,1545082800,69.6485915075209,67.10836811613875,29031.10734721622,290.2421875
2020-01-20,29169.119140625,29174.919921875,28795.419921875,28795.91015625,28795.91015625,1633383900,64.2697301983244,55.70863025539465,28892.28323436714,315.671875
2020-01-21,28449.380859375,28492.029296875,27980.5,27985.330078125,27985.330078125,2236521700,12.430733561614034,35.50100037870632,28252.544509541243,331.659765625
2020-01-22,28116.5,28393.9296875,27937.6796875,28341.0390625,28341.0390625,1343288100,-5.713917160286655,44.939753780281386,28232.968243714324,362.1578125
2020-01-23,28109.75,28133.029296875,27706.369140625,27909.119140625,27909.119140625,1753263000,-45.60594898927957,37.72133882364684,27942.95853981746,382.691796875
2020-01-24,27935.419921875,27977.630859375,27774.5,27949.640625,27949.640625,612128700,-72.9555642336345,38.71588706380743,27867.63433636179,412.391796875
2020-01-29,27101.5390625,27333.30078125,27101.5390625,27160.630859375,27160.630859375,2203836100,-142.75228696950944,29.003621811724372,27304.8822430816,395.4140625
2020-01-30,27030.609375,27134.55078125,26330.05078125,26449.130859375,26449.130859375,2223567800,-240.29728330883518,23.321978974795513,26588.418355299505,365.86640625
2020-01-31,26757.609375,26818.83984375,26295.490234375,26312.630859375,26312.630859375,1874255200,-321.4777547072372,22.414787918168045,26227.273939681196,424.460546875
2020-02-03,26189.609375,26512.580078125,26145.58984375,26356.98046875,26356.98046875,2421482700,-377.4128114401392,23.456584738493092,26160.034371905567,437.88046875
2020-02-04,26491.66015625,26730.259765625,26491.66015625,26675.98046875,26675.98046875,2500238100,-394.823982577891,30.66804312262559,26409.35688144407,425.946484375
2020-02-05,26869.3203125,26926.119140625,26641.919921875,26786.740234375,26786.740234375,2498930800,-396.12167588077864,33.02737279597261,26633.842835603205,433.040234375
2020-02-06,27174.529296875,27608.220703125,27029.490234375,27493.69921875,27493.69921875,2249533900,-343.8528137189205,45.72332502527444,27246.710488110166,443.527734375
2020-02-07,27356.279296875,27410.580078125,27224.119140625,27404.26953125,27404.26953125,1464514700,-305.37941782136113,44.57224728995143,27447.748186872406,398.373828125
2020-02-10,27092.150390625,27314.640625,27044.880859375,27241.33984375,27241.33984375,1612017900,-283.29137584123964,42.47429216943294,27398.130217372804,330.99609375
2020-02-11,27514.25,27674.810546875,27436.990234375,27583.880859375,27583.880859375,1868625400,-238.49134407761085,48.01432558860594,27594.768736079728,311.55
2020-02-12,27717.220703125,27892.48046875,27614.830078125,27823.66015625,27823.66015625,1796561200,-183.63435257571837,51.5330094719544,27829.47916283903,311.394140625
2020-02-13,27953.650390625,27953.650390625,27695.599609375,27730.0,27730.0,1617010200,-145.44922770087942,50.10635992743445,27841.92491606777,310.084375
2020-02-14,27698.560546875,27960.66015625,27695.58984375,27815.599609375,27815.599609375,1445335900,-107.73430909910167,51.42979702169176,27883.007268146248,245.9484375
2020-02-17,27766.7109375,28055.580078125,27766.7109375,27959.599609375,27959.599609375,1412999200,-66.4978602977244,53.65679377046207,27982.716119545024,261.6703125
2020-02-18,27766.5,27771.30078125,27496.25,27530.19921875,27530.19921875,1592221400,-65.11702367619,46.7702130933135,27706.917873108123,265.4921875
2020-02-19,27486.4609375,27697.4609375,27448.599609375,27655.810546875,27655.810546875,1471538100,-53.98382121990653,48.838785937741235,27664.05498100754,272.93828125
2020-02-20,27767.279296875,27767.279296875,27383.130859375,27609.16015625,27609.16015625,1582073100,-48.130170028558496,48.09131568998275,27612.361671297138,267.18046875
2020-02-21,27450.4609375,27484.529296875,27264.779296875,27308.810546875,27308.810546875,1773613400,-65.47710926517175,43.477597545940974,27380.711639009187,292.4
2020-02-24,27105.349609375,27105.349609375,26813.220703125,26820.880859375,26820.880859375,2044657000,-114.98479404108002,37.22902374359431,26943.266318356134,283.3359375
2020-02-25,26722.390625,26914.05078125,26667.0390625,26893.23046875,26893.23046875,1924042900,-146.9306953851883,38.63728605235815,26821.494019762282,283.987890625
2020-02-26,26479.900390625,26776.060546875,26479.900390625,26696.490234375,26696.490234375,2040000000,-185.16002804743766,36.25530700558721,26656.879683100058,278.380078125
2020-02-27,26529.169921875,26849.5703125,26419.970703125,26778.619140625,26778.619140625,2110369700,-206.6998619867154,37.97436327647591,26668.950795992496,287.83984375
2020-02-28,26249.060546875,26313.55078125,25989.41015625,26129.9296875,26129.9296875,3191426200,-270.74056457019105,30.888823938618927,26241.318446370093,296.930078125
2020-03-02,26077.73046875,26375.91015625,26077.73046875,26291.6796875,26291.6796875,2201535600,-305.3691608855843,34.18636655298319,26192.276263773183,317.808203125
2020-03-03,26419.130859375,26527.75,26233.390625,26284.8203125,26284.8203125,2136295000,-329.50471954699606,34.11203474455823,26195.089322421154,319.018359375
2020-03-04,26321.560546875,26372.48046875,26038.390625,26222.0703125,26222.0703125,1957062400,-349.46176930299407,33.39665185174728,26174.752156908846,328.487890625
2020-03-05,26348.16015625,26805.580078125,26315.359375,26767.869140625,26767.869140625,2522843200,-318.9071073800369,44.33215745429399,26566.550338985737,336.073828125
2020-03-06,26397.779296875,26408.80078125,26084.23046875,26146.669921875,26146.669921875,2646519300,-339.4480454722798,36.90516557251041,26306.624185692803,348.198046875
2020-03-09,25134.01953125,25321.279296875,24948.380859375,25040.4609375,25040.4609375,4677892400,-437.52290718501536,27.931352609542856,25412.703739898432,348.283984375
2020-03-10,25285.6796875,25578.609375,24978.970703125,25392.509765625,25392.509765625,3225661100,-481.93635815531525,33.47534813252143,25288.290023166588,363.227734375
2020-03-11,25459.9609375,25493.23046875,25140.380859375,25231.609375,25231.609375,2627625600,-523.7458854332872,32.25410977010243,25158.30134926704,424.28359375
2020-03-12,24657.669921875,24657.669921875,24117.939453125,24309.0703125,24309.0703125,3748928400,-622.5230757431382,26.324258151031145,24485.393844356087,428.035546875
2020-03-13,22519.3203125,24184.48046875,22519.3203125,24032.91015625,24032.91015625,5495155700,-714.3641909329126,24.851369127621794,24035.23093810165,437.9375
2020-03-16,23317.810546875,23631.529296875,22842.25,23063.5703125,23063.5703125,4067029300,-854.0427895062821,20.51286566484052,23208.29918669723,706.05546875
2020-03-17,23001.759765625,23401.19921875,22676.4609375,23263.73046875,23263.73046875,3637973700,-937.9920938069299,23.483380023857706,23050.432758719333,789.331640625
2020-03-18,23023.33984375,23425.029296875,22167.419921875,22291.8203125,22291.8203125,4217153600,-1069.3447410728877,19.64446725446534,22366.73930986418,814.3515625
2020-03-19,22221.380859375,22380.33984375,21139.259765625,21709.130859375,21709.130859375,5628397600,-1205.8242970804167,17.769012267402346,21723.64368498941,995.303515625
2020-03-20,22147.33984375,22805.0703125,22147.33984375,22805.0703125,22805.0703125,4528187900,-1212.7120715812307,31.093760875085096,22288.95777089116,1135.5734375
2020-03-23,21696.130859375,21696.130859375,21696.130859375,21696.130859375,21696.130859375,0,-1291.618112068867,26.42734895173257,21817.422544662557,934.0875
2020-03-24,22497.5703125,22753.009765625,22383.25,22663.490234375,22663.490234375,3614066700,-1262.4053602667082,35.51833067015035,22330.026650574895,776.231640625
2020-03-25,23255.91015625,23569.44921875,23062.23046875,23527.189453125,23527.189453125,3605374900,-1156.9486027166276,42.36585521348085,23191.531577023095,705.2359375
2020-03-26,23604.830078125,23604.830078125,23163.669921875,23352.33984375,23352.33984375,2519508100,-1074.9419904410788,41.4072052339201,23438.58453129708,555.1578125
2020-03-27,23768.41015625,23791.19921875,23354.009765625,23484.279296875,23484.279296875,2199674300,-988.0036677237586,42.46516621115709,23606.889847698498,395.173828125
2020-03-30,23020.849609375,23491.509765625,22973.330078125,23175.109375,23175.109375,2553435900,-933.0767402005731,40.614558318027235,23427.48291144063,351.065625
2020-03-31,23613.26953125,23627.529296875,23238.0390625,23603.48046875,23603.48046875,2876326600,-845.4976312301551,44.240399989271985,23621.07104333236,454.7015625
2020-04-01,23365.900390625,23540.009765625,22947.640625,23085.7890625,23085.7890625,2879977600,-808.238400930044,40.98371571344781,23319.646701278703,458.64765625
2020-04-02,22838.669921875,23280.060546875,22756.130859375,23280.060546875,23280.060546875,2560937400,-754.435865961219,42.68869724549505,23307.83228671614,475.677734375
2020-04-03,23072.94921875,23236.109375,23030.580078125,23236.109375,23236.109375,1870630600,-707.1645105320749,42.39032348253637,23266.591150074724,492.231640625
2020-04-06,23558.830078125,23832.9296875,23271.470703125,23749.119140625,23749.119140625,1834036600,-621.3779823723889,47.043079791827054,23606.734902847278,445.899609375
2020-04-07,24093.05078125,24262.009765625,23796.029296875,24253.2890625,24253.2890625,2535034600,-507.08060988871875,51.21324080272992,24103.751559760356,454.55546875
2020-04-08,24191.3203125,24191.3203125,23897.400390625,23970.369140625,23970.369140625,1840854100,-434.2113250615548,48.886794948731364,24100.7640151673,469.853515625
2020-04-09,24181.3203125,24308.689453125,24045.1796875,24300.330078125,24300.330078125,1725334600,-345.97080387481765,51.645656244129796,24303.50910763248,410.163671875
2020-04-14,24347.609375,24546.390625,24283.130859375,24435.400390625,24435.400390625,2050447800,-262.166040297554,52.76948841756877,24462.930907771723,358.0796875
2020-04-15,24499.859375,24603.599609375,24090.5,24145.33984375,24145.33984375,1906625200,-216.56862898049076,50.077800804374164,24303.01701912002,369.62578125
2020-04-16,24025.44921875,24102.91015625,23854.7890625,24006.44921875,24006.44921875,1865473400,-189.41565371526303,48.7943470145793,24115.282360926318,359.95390625
2020-04-17,24457.830078125,24666.640625,24308.779296875,24380.0,24380.0,1937579000,-136.28479115229493,52.33281972683653,24288.543838013917,316.38203125
2020-04-20,24503.560546875,24503.560546875,24225.55078125,24330.01953125,24330.01953125,1375091600,-97.08048468249399,51.81687342265874,24326.04074559678,329.1703125
2020-04-21,24247.83984375,24247.83984375,23676.130859375,23793.55078125,23793.55078125,2160661700,-107.93061908731761,46.51584566183192,23958.43555138463,332.0703125
2020-04-22,23540.5390625,23939.2890625,23483.310546875,23893.359375,23893.359375,1668362400,-107.26001135186016,47.59010795061366,23868.664544440675,393.76015625
2020-04-23,23983.650390625,24107.880859375,23806.30078125,23977.3203125,23977.3203125,1814344800,-98.83067021615352,48.526722808089765,23900.12761397125,382.3359375
2020-04-24,23844.55078125,23957.169921875,23730.490234375,23831.330078125,23831.330078125,1301664900,-102.71919425251326,46.955403089374215,23822.163947223526,393.027734375
2020-04-27,24030.66015625,24318.810546875,24030.5390625,24280.140625,24280.140625,1592713000,-68.86825401333408,52.09136000638641,24113.044025328923,366.79140625
2020-04-28,24401.119140625,24582.66015625,24176.880859375,24575.9609375,24575.9609375,1687557300,-18.010732638496847,55.17225390851512,24452.685043684643,368.84375
2020-04-29,24786.01953125,24855.470703125,24549.619140625,24643.58984375,24643.58984375,1648009000,27.42432257980181,55.87093134394008,24639.39946041359,335.6578125
2020-05-04,23895.109375,23897.529296875,23584.94921875,23613.80078125,23613.80078125,2556774000,-19.30158799741548,44.49803164288452,23977.826380502524,305.632421875
2020-05-05,23755.76953125,23928.44921875,23697.880859375,23868.66015625,23868.66015625,1332967300,-35.39054597172435,47.3542140146804,23859.974888073124,307.832421875
2020-05-06,23868.01953125,24235.029296875,23868.01953125,24137.48046875,24137.48046875,1890000000,-26.178881616826402,50.26168107319901,24010.00087166359,308.61015625
2020-05-07,24120.810546875,24120.810546875,23913.5,23980.630859375,23980.630859375,1317060000,-31.15895030493266,48.575986602636085,23975.372454957283,324.3578125
2020-05-08,24193.359375,24263.73046875,24097.119140625,24230.169921875,24230.169921875,1274113200,-14.823932700717705,51.37034934955037,24140.516616731966,284.6640625
2020-05-11,24470.1796875,24766.830078125,24470.1796875,24602.060546875,24602.060546875,1458200000,27.775347202506964,55.27125050387713,24476.152553527736,256.816015625
2020-05-12,24358.0,24411.0390625,24136.19921875,24245.6796875,24245.6796875,1479628600,32.43479302434935,51.04548894572803,24363.87985357608,253.630078125
2020-05-13,24111.669921875,24320.19921875,23979.369140625,24180.30078125,24180.30078125,1359038500,30.50534642561979,50.285932301193746,24256.00755115616,262.484375
2020-05-14,24038.0703125,24081.189453125,23790.26953125,23829.740234375,23829.740234375,1697720800,0.7065496422328579,46.30705934843602,23956.96854546445,257.2484375
2020-05-15,23834.6796875,23985.119140625,23671.609375,23797.470703125,23797.470703125,1509478600,-25.219915846082586,45.94666179676104,23807.200523896016,273.9703125
2020-05-18,23736.669921875,23952.05078125,23722.169921875,23934.76953125,23934.76953125,1645114700,-34.30097034099526,47.807884687215534,23851.089032422737,303.35
2020-05-19,24489.55078125,24552.55078125,24314.44921875,24388.130859375,24388.130859375,2022987500,-4.8853448373120045,53.5013716648079,24202.08837342265,289.99609375
2020-05-20,24462.900390625,24514.869140625,24315.75,24399.94921875,24399.94921875,1432021300,19.15870648357668,53.643337224728874,24366.79684958418,282.6484375
2020-05-21,24528.91015625,24528.91015625,24208.16015625,24280.029296875,24280.029296875,1474345000,28.217804260435514,51.91142978854786,24345.193003123608,254.30625
2020-05-22,23756.91015625,23756.91015625,22878.259765625,22930.140625,22930.140625,3680989100,-72.6278347611551,37.309273788282596,23374.94911721391,260.272265625
2020-05-25,22725.69921875,22968.650390625,22519.73046875,22952.240234375,22952.240234375,1769029000,-149.0476686050788,37.61864516062191,22974.19912145924,373.300390625
2020-05-26,23198.33984375,23481.48046875,23165.490234375,23384.66015625,23384.66015625,1421148200,-172.74363930244,43.494527784322955,23139.746363021743,417.108203125
2020-05-27,23515.140625,23515.140625,23134.609375,23301.359375,23301.359375,1837146100,-195.9820599795603,42.66089208272459,23188.430904383447,432.6859375
2020-05-28,23206.75,23451.779296875,22779.619140625,23132.759765625,23132.759765625,2356792600,-225.39899527877424,40.95013178764284,23112.428478202655,468.968359375
2020-05-29,22781.109375,23089.76953125,22781.109375,22961.470703125,22961.470703125,3621412000,-259.53626428794814,39.22896168179301,22974.335520738463,539.250390625
2020-06-01,23539.91015625,23806.3203125,23539.91015625,23732.51953125,23732.51953125,2569148800,-221.83810442227332,49.515386550715334,23471.889160264793,425.25234375
2020-06-02,23792.240234375,23995.939453125,23766.150390625,23995.939453125,23995.939453125,1813293900,-168.76791852574752,52.475040760280415,23881.12132750777,388.750390625
2020-06-03,24303.560546875,24364.009765625,24219.9609375,24325.619140625,24325.619140625,2455118300,-98.97443007556285,55.95524248569085,24277.260760552588,371.51015625
2020-06-04,24643.83984375,24643.83984375,24204.099609375,24366.30078125,24366.30078125,1888873500,-39.920833948744985,56.379727140807645,24450.712615710305,324.213671875
2020-06-05,24388.1796875,24810.220703125,24253.560546875,24770.41015625,24770.41015625,2397618300,39.02909477278081,60.45659797687046,24776.380137306518,277.7296875
2020-06-08,25018.05078125,25018.779296875,24678.55078125,24776.76953125,24776.76953125,2123439500,100.94663498596856,60.51913330673286,24887.366115357447,327.3296875
2020-06-09,24906.009765625,25253.669921875,24837.73046875,25057.220703125,25057.220703125,2203396500,170.67402265780038,63.277258750838826,25096.400574400937,342.093359375
2020-06-10,25179.029296875,25303.779296875,24968.30078125,25049.73046875,25049.73046875,1971349200,222.76113644374345,63.15036914099311,25148.925338916113,379.3234375
2020-06-11,24997.83984375,25059.3203125,24480.150390625,24480.150390625,24480.150390625,1838958200,215.60365283977444,54.2427053984845,24740.29882751001,417.609375
2020-06-12,23920.69921875,24317.720703125,23895.029296875,24301.380859375,24301.380859375,1824519600,193.2806216230274,51.77425083177486,24418.685900523826,445.4953125
2020-06-15,23991.380859375,24242.970703125,23684.9609375,23776.94921875,23776.94921875,2104538300,131.76042802572192,45.26637076886707,23912.299911546488,418.7015625
2020-06-16,24318.150390625,24534.76953125,24302.25,24344.08984375,24344.08984375,1611589900,127.29432680725586,52.255676187636624,24109.618303925276,462.2578125
2020-06-17,24363.390625,24532.009765625,24195.8203125,24481.41015625,24481.41015625,1278279300,133.2973221238899,53.79420258269548,24317.53952154562,425.573828125
2020-06-18,24386.310546875,24464.939453125,24121.890625,24464.939453125,24464.939453125,1811327100,135.16769729265798,53.57121701413593,24408.144354125954,425.716015625
2020-06-19,24373.359375,24776.5390625,24334.359375,24643.890625,24643.890625,2390285700,149.36623315767065,55.71888395251231,24575.85107165968,378.491796875
2020-06-22,24528.529296875,24628.94921875,24391.169921875,24511.33984375,24511.33984375,1612294200,148.21556959754525,53.73608763491255,24552.632926377915,382.389453125
2020-06-23,24541.439453125,24907.33984375,24184.880859375,24907.33984375,24907.33984375,1549053700,177.21136477069376,58.488770825071754,24814.912722089488,318.343359375
2020-06-24,25034.869140625,25071.3203125,24770.94921875,24781.580078125,24781.580078125,1431913700,187.87816745788223,56.503573679056494,24832.71164864369,416.33125
2020-06-26,24697.98046875,24756.580078125,24537.76953125,24549.990234375,24549.990234375,1509260100,175.62151559155973,52.94006291850501,24664.486099145797,409.167578125
2020-06-29,24627.640625,24627.640625,24148.619140625,24301.279296875,24301.279296875,1835855400,144.17879911083583,49.341148877291346,24408.425641714482,384.319921875
2020-06-30,24468.240234375,24598.609375,24271.76953125,24427.189453125,24427.189453125,1892323300,127.94446821064776,51.15160450646372,24387.899325485472,391.68828125
2020-07-02,24563.5703125,25124.189453125,24563.5703125,25124.189453125,25124.189453125,2746546400,169.36434333854413,59.7310554398317,24878.45914243649,409.500390625
2020-07-03,25319.279296875,25453.580078125,25182.599609375,25373.119140625,25373.119140625,2320568900,219.74200228347763,62.279170448756226,25267.765800867943,377.132421875
2020-07-06,25545.5390625,26453.609375,25543.150390625,26339.16015625,26339.16015625,4883381900,333.76578962403073,70.16831794760584,26099.213367057007,371.254296875
2020-07-07,26571.080078125,26782.619140625,25911.740234375,25975.66015625,25975.66015625,3913840700,390.3014690947093,64.68613439623951,26169.8442258546,509.583984375
2020-07-08,26078.609375,26299.83984375,25849.779296875,26129.1796875,26129.1796875,2582679500,442.3937811322576,65.8979509611739,26259.132023668135,587.95546875
2020-07-09,26351.130859375,26374.939453125,26016.75,26210.16015625,26210.16015625,2452681700,484.6249196003919,66.5500129922022,26314.74141861186,612.599609375
2020-07-10,25931.779296875,26137.91015625,25570.359375,25727.41015625,25727.41015625,2142150800,473.68091570340766,59.27391215061029,25966.377114484214,572.113671875
2020-07-13,25848.80078125,26103.83984375,25715.240234375,25772.119140625,25772.119140625,2127288800,463.2748273875841,59.71322136481805,25825.80037632745,631.427734375
2020-07-14,25663.16015625,25663.16015625,25254.3203125,25477.890625,25477.890625,2180279200,426.3720857553599,55.47240693794027,25554.32759557021,527.055859375
2020-07-15,25888.779296875,25888.779296875,25299.359375,25481.580078125,25481.580078125,1849317300,392.8950300325123,55.51507015467187,25444.98614632413,434.648046875
2020-07-16,25549.400390625,25576.490234375,24919.94921875,24970.689453125,24970.689453125,1935051700,321.43566792687125,48.57466517334755,25052.23134211925,462.519921875
2020-07-17,25142.060546875,25263.970703125,25015.279296875,25089.169921875,25089.169921875,1362500400,271.2370497558113,50.13171276087831,24984.745104841033,522.190234375
2020-07-20,25019.599609375,25222.109375,24766.169921875,25057.990234375,25057.990234375,1650620500,226.3294302991344,49.7051958792435,24960.399509262603,458.418359375
2020-07-21,25427.060546875,25635.66015625,25378.380859375,25635.66015625,25635.66015625,1752171900,234.64685908730098,57.00389524704945,25379.1287208466,471.886328125
2020-07-22,25575.25,25779.66015625,25057.939453125,25057.939453125,25057.939453125,2390051200,192.40445814809937,49.298745528751525,25166.794709828348,441.57421875
2020-07-23,25235.900390625,25346.359375,24992.369140625,25263.0,25263.0,1910000000,173.4736538180514,51.78969703475102,25219.563508726085,468.034375
2020-07-24,25040.759765625,25101.099609375,24598.4609375,24705.330078125,24705.330078125,3029706400,112.17936070200449,45.275123313846066,24855.23683726059,407.52421875
2020-07-27,24909.9609375,24972.4609375,24526.91015625,24603.259765625,24603.259765625,1491211000,54.73617433313484,44.17972382040979,24632.25532517349,458.313671875
2020-07-28,24942.740234375,24942.740234375,24642.349609375,24772.759765625,24772.759765625,1358418200,22.628187803406036,46.49479254379807,24672.53233346005,456.2359375
2020-07-29,24710.509765625,24905.439453125,24671.509765625,24883.140625,24883.140625,1080335100,6.019655613741634,48.00704791373971,24786.423892312265,464.858203125
2020-07-30,24979.240234375,25197.310546875,24616.05078125,24710.58984375,24710.58984375,1779681900,-20.825847140607948,45.826557605833266,24725.69904631255,367.3
2020-07-31,24747.2890625,24938.849609375,24534.7890625,24595.349609375,24595.349609375,1763233900,-50.81413425376013,44.376859373722276,24624.01414114599,412.75390625
2020-08-03,24566.810546875,24647.279296875,24250.98046875,24458.130859375,24458.130859375,2012723100,-84.67622755410412,42.646877234554566,24490.150565370535,393.03828125
2020-08-04,24664.599609375,25062.41015625,24539.439453125,24946.630859375,24946.630859375,1906615900,-71.27319640802307,50.104228361323194,24785.017395504754,383.187890625
2020-08-05,25029.390625,25167.220703125,24868.2890625,25102.5390625,25102.5390625,1477936300,-47.523035365145915,52.23871107917907,25029.05625377171,427.70390625
2020-08-06,25201.439453125,25201.439453125,24641.08984375,24930.580078125,24930.580078125,1596206100,-42.09116971676485,49.71269120935527,25007.186515197787,440.704296875
2020-08-07,24909.369140625,24909.369140625,24167.7890625,24531.619140625,24531.619140625,1610164700,-69.18139722674823,44.35390579007496,24705.037626928202,436.522265625
2020-08-10,24376.8203125,24536.009765625,24272.669921875,24377.4296875,24377.4296875,1256444100,-101.91744146078781,42.44941121811033,24460.567337719505,504.026171875
2020-08-11,24662.0390625,25031.5703125,24662.0390625,24890.6796875,24890.6796875,1628363900,-85.4612039324129,50.12619556638995,24723.19358940817,477.434375
2020-08-12,24868.630859375,25291.80078125,24685.439453125,25244.01953125,25244.01953125,1763950100,-43.40778685367695,54.614619678917734,25094.7210149746,446.746484375
2020-08-13,25490.01953125,25490.01953125,25144.4609375,25230.669921875,25230.669921875,1761196500,-11.030198316489987,54.41536726928101,25241.289004437596,508.232421875
2020-08-14,25072.44921875,25378.529296875,25040.55078125,25183.009765625,25183.009765625,1429766800,10.660631807077152,53.66263890500426,25255.204469682798,465.27421875
2020-08-17,25212.279296875,25588.669921875,25163.2890625,25347.33984375,25347.33984375,1955689100,40.642253574853385,55.926454209261216,25360.355868441256,384.55390625
