,Unnamed: 0,date,open,high,low,close,adj close,volume,MACD,RSI,TEMA,ADR,week_trend
15,16,2018-01-24,32907.23046875,33018.7109375,32728.509765625,32958.69140625,32958.69140625,3897512100,296.3442825214479,97.45525049333337,33006.4555693765,344.200390625,0
16,17,2018-01-25,32979.37890625,32998.05078125,32650.220703125,32654.44921875,32654.44921875,3554766400,301.2150901853529,81.8861902966701,32834.21760111174,334.0125,0
17,18,2018-01-26,32836.28125,33223.578125,32794.12890625,33154.12109375,33154.12109375,3892652400,333.3479658329379,85.8768083402736,33085.25806434965,330.75625,0
18,19,2018-01-29,33335.48046875,33484.078125,32897.0390625,32966.890625,32966.890625,3605090600,341.8871988845567,78.86557919689061,33045.17058284176,362.86796875,0
19,20,2018-01-30,32751.720703125,32976.75,32501.349609375,32607.2890625,32607.2890625,3177122400,320.5961981614528,67.4717440634237,32756.5077396287,406.19765625,0
20,21,2018-01-31,32435.759765625,32933.98046875,32330.390625,32887.26953125,32887.26953125,3314255500,319.0725053888382,70.98634287456481,32820.41576796785,425.983984375,0
21,22,2018-02-01,32950.30078125,33048.0390625,32642.08984375,32642.08984375,32642.08984375,2769125200,297.4511453993728,64.42200878319377,32677.684015058385,488.66171875,0
22,23,2018-02-02,32569.009765625,32778.51171875,32321.419921875,32601.779296875,32601.779296875,2571367100,274.3762073567741,63.3842036876985,32590.028456116484,500.285546875,0
23,24,2018-02-05,31715.560546875,32394.869140625,31712.01953125,32245.220703125,32245.220703125,3135015100,228.4232998174484,54.95164899182962,32308.849588902416,505.8140625,0
24,25,2018-02-06,31028.6796875,31286.029296875,30577.830078125,30595.419921875,30595.419921875,5531270100,74.13108125907456,33.04520581291068,31038.360157823663,524.976171875,0
25,26,2018-02-07,31378.349609375,31472.470703125,30292.150390625,30323.19921875,30323.19921875,4620281500,-66.24612447358959,30.85920554347288,30329.42821540376,571.5359375,1
26,27,2018-02-08,30555.80078125,30739.109375,30251.3203125,30451.26953125,30451.26953125,3145081200,-165.7727135375535,33.10138754165047,30181.557763403656,686.88203125,1
27,28,2018-02-09,29679.2109375,29679.2109375,29129.259765625,29507.419921875,29507.419921875,5171294500,-309.5376605019046,26.32567434059604,29527.13595058,703.25,1
28,29,2018-02-12,29713.080078125,29801.51953125,29459.630859375,29459.630859375,29459.630859375,2815461600,-421.6478198778532,26.0350859724046,29277.422652872392,721.821875,1
29,30,2018-02-13,29850.150390625,30169.0,29783.099609375,29839.529296875,29839.529296875,2709197500,-476.5391919598624,32.42114905880993,29507.68690787236,653.6296875,1
30,31,2018-02-14,30024.470703125,30637.23046875,29968.5390625,30515.599609375,30515.599609375,2408651200,-464.1498468631253,42.01574274594157,30139.66784547416,589.169921875,1
31,32,2018-02-15,30958.7109375,31145.099609375,30816.650390625,31115.4296875,31115.4296875,2070618100,-404.6860329586307,48.94202840812427,30862.378805329143,486.844140625,1
32,33,2018-02-20,31165.2890625,31339.689453125,30720.48046875,30873.630859375,30873.630859375,2033432100,-371.5299492912927,46.529199553446745,30997.229118452808,454.976171875,1
33,34,2018-02-21,31050.51953125,31477.849609375,30885.94921875,31431.890625,31431.890625,1933845300,-299.53567314287284,52.36783902184169,31418.675741461066,468.827734375,0
34,35,2018-02-22,31084.44921875,31195.26953125,30930.099609375,30965.6796875,30965.6796875,2391326700,-274.83061740900666,47.68501625845402,31240.07517762993,518.830078125,1
35,36,2018-02-23,31289.080078125,31386.810546875,31149.3203125,31267.169921875,31267.169921875,1667179100,-229.5685707475932,50.75197119446052,31339.18880871125,494.683984375,0
36,37,2018-02-26,31528.2890625,31567.4609375,31273.94921875,31498.599609375,31498.599609375,2025591300,-173.9608234293628,53.02836542648301,31521.08686017409,408.44375,0
37,38,2018-02-27,31790.849609375,31798.98046875,31141.51953125,31268.66015625,31268.66015625,2579124300,-145.94754298930275,50.52928142040779,31414.85509596904,401.45625,0
38,39,2018-02-28,31037.41015625,31061.759765625,30703.900390625,30844.720703125,30844.720703125,2407877200,-154.7310784553301,46.20570408479514,31049.24603763194,409.106640625,0
39,40,2018-03-01,30476.990234375,31081.6796875,30453.8203125,31044.25,31044.25,2116269800,-144.54022543543033,48.44177507104409,31022.824038150047,362.2984375,0
40,41,2018-03-02,30611.099609375,30670.939453125,30477.94921875,30583.44921875,30583.44921875,2955637100,-170.32514295917645,43.90303681014843,30691.59868476187,434.836328125,1
41,42,2018-03-05,30524.259765625,30679.470703125,29852.419921875,29886.390625,29886.390625,2279546200,-242.29001976115973,38.08925962487953,30066.20656676369,425.936328125,1
42,43,2018-03-06,30380.9609375,30620.060546875,30129.80078125,30510.73046875,30510.73046875,2270403000,-247.6152742580307,45.10155660761458,30258.286867663337,532.644140625,1
43,44,2018-03-07,30323.76953125,30673.080078125,30117.400390625,30196.919921875,30196.919921875,2135337500,-273.25762741053404,42.4961525603193,30153.818353710543,499.20390625,1
44,45,2018-03-08,30523.6796875,30724.029296875,30428.609375,30654.51953125,30654.51953125,1529390000,-254.68652409434435,47.27883295993238,30451.65020651588,538.76796875,1
45,46,2018-03-09,30858.26953125,30996.2109375,30840.80078125,30996.2109375,30996.2109375,1470749100,-210.6494833053257,50.583869652974975,30836.05208315409,472.280078125,1
46,47,2018-03-12,31536.30078125,31607.580078125,31342.48046875,31594.330078125,31594.330078125,2173275800,-127.13832094839744,55.80648610396768,31421.41220826617,464.7640625,0
47,48,2018-03-13,31570.19921875,31709.990234375,31461.470703125,31601.44921875,31601.44921875,2111965400,-59.723601170459006,55.86627417552167,31660.13888670928,352.373828125,0
48,49,2018-03-14,31321.7890625,31453.48046875,31141.849609375,31435.009765625,31435.009765625,1707584900,-19.25516375933876,54.02604226594628,31611.80544369326,304.02578125,0
49,50,2018-03-15,31181.150390625,31583.380859375,31121.66015625,31541.099609375,31541.099609375,1496758200,20.96943899333928,55.042586723564256,31633.02896105304,255.216015625,0
50,51,2018-03-16,31363.029296875,31564.779296875,31337.44921875,31501.970703125,31501.970703125,2345452800,49.16778599507597,54.56337843665777,31591.268565980947,288.476171875,0
51,52,2018-03-19,31370.470703125,31656.30078125,31244.619140625,31513.759765625,31513.759765625,1440844700,71.61895782756255,54.69136744801323,31564.05234375279,302.86015625,0
52,53,2018-03-20,31315.419921875,31576.05078125,31183.400390625,31549.9296875,31549.9296875,1746878600,91.23021923601482,55.109175893666254,31566.552200264232,332.1765625,0
53,54,2018-03-21,31811.98046875,31978.140625,31381.5390625,31414.51953125,31414.51953125,2309098300,94.89370301465895,53.13377483365672,31465.22891195466,361.002734375,0
54,55,2018-03-22,31575.9296875,31686.669921875,31018.439453125,31071.05078125,31071.05078125,2103533300,69.62254168232539,48.39513455880707,31176.016146010294,417.996875,0
55,56,2018-03-23,29930.23046875,30320.310546875,29930.23046875,30309.2890625,30309.2890625,3522395400,-11.033357646680088,39.89673696319887,30518.82414004433,459.298828125,0
56,57,2018-03-26,30267.0703125,30548.76953125,29995.16015625,30548.76953125,30548.76953125,2317282800,-55.190006286688,43.26951293359979,30422.30785913317,491.848828125,0
57,58,2018-03-27,30985.75,30985.75,30738.759765625,30790.830078125,30790.830078125,2049855800,-70.03242658466843,46.53535178976504,30585.52736355892,520.234375,0
58,59,2018-03-28,30510.380859375,30637.2109375,30022.529296875,30022.529296875,30022.529296875,2209028300,-141.58684512842956,38.88395654436104,30142.754685004773,491.10234375,1
59,60,2018-03-29,30154.1796875,30252.94921875,29819.630859375,30093.380859375,30093.380859375,2167328200,-190.4215362615796,39.86588845757984,30022.094412406223,494.718359375,1
60,61,2018-04-03,29927.880859375,30269.279296875,29755.359375,30180.099609375,30180.099609375,1908642500,-219.64198824948835,41.11296776111838,30060.332106575228,447.7359375,1
61,62,2018-04-04,30244.220703125,30329.080078125,29518.689453125,29518.689453125,29518.689453125,1816082600,-292.40486182746827,35.129091257439654,29636.19459366662,472.50390625,1
62,63,2018-04-06,29750.240234375,29980.560546875,29608.330078125,29844.939453125,29844.939453125,1698284100,-320.2215248208304,39.78468525184533,29704.209957362025,523.86015625,1
63,64,2018-04-09,30104.3203125,30514.80078125,29909.369140625,30229.580078125,30229.580078125,1841272200,-307.8684907674906,44.813305229248286,30031.300018749746,548.908203125,1
64,65,2018-04-10,30205.08984375,30806.859375,30163.08984375,30728.740234375,30728.740234375,2270263700,-255.0904810009488,50.581035478246,30538.00499420932,547.058203125,0
65,66,2018-04-11,30761.23046875,31021.119140625,30723.0703125,30897.7109375,30897.7109375,2291863000,-197.4267406869076,52.39480092776437,30870.68186629428,589.1484375,0
66,67,2018-04-12,31094.109375,31094.109375,30637.140625,30831.279296875,30831.279296875,1754477200,-155.2730869871848,51.59307278639404,30944.70009135108,545.97421875,0
67,68,2018-04-13,31076.759765625,31076.759765625,30707.76953125,30808.380859375,30808.380859375,1406304600,-122.29624360546586,51.30167514399412,30932.09949525621,475.28984375,0
68,69,2018-04-16,30849.720703125,30849.720703125,30190.75,30315.58984375,30315.58984375,1827774700,-134.2103740897619,45.36362323214407,30555.91693326109,474.641796875,0
69,70,2018-04-17,30354.890625,30477.7890625,30012.69921875,30062.75,30062.75,1916884600,-162.1040492290631,42.636755882104346,30201.728085099552,485.349609375,1
70,71,2018-04-18,30469.94921875,30487.169921875,29979.400390625,30284.25,30284.25,2001652800,-164.50345631226446,45.71530830611576,30208.97892907506,449.613671875,1
71,72,2018-04-19,30532.94921875,30761.470703125,30451.0,30708.439453125,30708.439453125,2221670500,-130.78325807383953,51.12497671489245,30524.290228960454,491.5578125,0
72,73,2018-04-20,30647.939453125,30848.470703125,30355.7890625,30418.330078125,30418.330078125,1661298600,-125.9445617417732,47.62912911851503,30463.27198105862,462.258203125,0
73,74,2018-04-23,30327.029296875,30481.859375,30184.44921875,30254.400390625,30254.400390625,1516737400,-133.75695140441167,45.72644229104952,30318.483284548725,486.996484375,1
74,75,2018-04-24,30353.830078125,30665.099609375,30335.2890625,30636.240234375,30636.240234375,1741299100,-107.974028634344,50.6697361184148,30525.597835225137,414.684375,1
75,76,2018-04-25,30486.859375,30507.189453125,30244.16015625,30328.150390625,30328.150390625,1674472500,-111.05944460744286,46.95370911563424,30400.870954999937,387.628515625,0
76,77,2018-04-26,30378.150390625,30463.419921875,29871.19921875,30007.6796875,30007.6796875,1765452500,-137.71652463315695,43.3891410954859,30118.876330908533,338.68046875,0
77,78,2018-04-27,30300.830078125,30336.0,30019.119140625,30280.669921875,30280.669921875,1610929100,-135.30045936473107,47.07502081413901,30193.810842555176,395.03046875,0
78,79,2018-04-30,30530.400390625,30853.130859375,30483.91015625,30808.44921875,30808.44921875,1923280800,-89.84603534394773,53.393055026495816,30608.36292501005,359.8703125,0
79,80,2018-05-02,30782.2109375,30824.76953125,30570.810546875,30723.880859375,30723.880859375,1643135500,-59.94415886671413,52.31537250823545,30729.396929405564,374.232421875,0
80,81,2018-05-03,30405.48046875,30432.0703125,30118.650390625,30313.369140625,30313.369140625,1736327100,-68.52607751680625,47.322233691387325,30480.58644976314,359.062109375,1
81,82,2018-05-04,30316.98046875,30341.4609375,29859.30078125,29926.5,29926.5,1754754700,-105.28167327499978,43.14316479551138,30090.714011942204,369.140234375,1
82,83,2018-05-07,30102.060546875,30138.330078125,29791.869140625,29994.259765625,29994.259765625,1441380300,-127.48065612424762,44.07473340905967,29973.666115667613,347.128125,1
83,84,2018-05-08,30123.76953125,30444.220703125,30123.76953125,30402.810546875,30402.810546875,1623605700,-110.8723448689816,49.45237388313374,30225.946845781924,353.044140625,1
84,85,2018-05-09,30452.16015625,30568.759765625,30346.619140625,30536.140625,30536.140625,1360669300,-85.97376566181265,51.104780305424526,30441.04941703621,343.290234375,1
85,86,2018-05-10,30716.970703125,30851.30078125,30712.9296875,30809.220703125,30809.220703125,1534597300,-43.72753829560315,54.39323558480732,30725.800450704497,336.9265625,1
86,87,2018-05-11,31151.80078125,31277.390625,31032.439453125,31122.060546875,31122.060546875,1627487900,14.798649004140316,57.887481590597375,31059.230995847043,301.916796875,0
87,88,2018-05-14,31498.359375,31592.560546875,31423.5703125,31541.080078125,31541.080078125,1794416600,93.8763835689897,62.07838741764191,31478.79282971456,254.475,0
88,89,2018-05-15,31573.1796875,31573.1796875,31152.029296875,31152.029296875,31152.029296875,1566899600,123.754063471235,56.4602048702988,31357.399311818648,218.980859375,0
89,90,2018-05-16,31014.720703125,31218.080078125,30818.779296875,31110.19921875,31110.19921875,1348037300,142.41769200827548,55.87469042160451,31243.06430084293,239.120703125,0
90,91,2018-05-17,31416.7109375,31416.7109375,30942.150390625,30942.150390625,30942.150390625,1499907300,142.0217168139607,53.47541118560907,31055.876743690314,274.552734375,0
91,92,2018-05-18,31033.970703125,31148.060546875,30904.6796875,31047.91015625,31047.91015625,1722070700,148.52338254961796,54.7911179516957,31040.5331740178,341.790625,0
92,93,2018-05-21,31232.7890625,31464.099609375,31232.7890625,31234.349609375,31234.349609375,1599624500,166.7871746883029,57.09462875156039,31164.55131885105,341.4765625,0
93,94,2018-05-23,31191.869140625,31191.869140625,30665.640625,30665.640625,30665.640625,2434017000,133.85644490505365,48.90835129152322,30817.229495244017,353.940625,0
94,95,2018-05-24,30718.66015625,30788.970703125,30589.380859375,30760.41015625,30760.41015625,1579074300,114.08625704747465,50.19000595856872,30734.132599553017,374.95625,0
95,96,2018-05-25,30664.26953125,30736.970703125,30525.740234375,30588.0390625,30588.0390625,1677533500,83.55357346927121,47.839361898030766,30588.42348510691,335.0140625,0
96,97,2018-05-28,30759.83984375,30839.30078125,30530.470703125,30792.259765625,30792.259765625,1736227200,74.9629426249594,50.78057296834008,30682.24504150712,282.348046875,1
97,98,2018-05-29,30647.259765625,30713.3203125,30454.1796875,30484.580078125,30484.580078125,1658628600,42.84503294100068,46.52414364669943,30519.50906813274,295.437890625,1
98,99,2018-05-30,30109.369140625,30241.23046875,29964.33984375,30056.7890625,30056.7890625,2407803400,-16.918099661743327,41.33619314062423,30157.36159618582,301.00390625,1
99,100,2018-05-31,30274.1796875,30533.580078125,30148.4296875,30468.560546875,30468.560546875,4110003600,-30.712990243660897,47.41462689425175,30306.18887134956,251.136328125,1
100,101,2018-06-01,30548.779296875,30581.119140625,30363.490234375,30492.91015625,30492.91015625,2778527900,-39.2291598004158,47.75933425912557,30407.970349916606,288.2484375,1
101,102,2018-06-04,30836.76953125,31012.919921875,30743.1796875,30997.98046875,30997.98046875,1836620100,-5.177257061361161,54.43187572808073,30817.16826213516,289.528125,1
102,103,2018-06-05,31009.470703125,31188.9296875,30896.109375,31093.44921875,31093.44921875,1722042700,29.17385654570535,55.58663209070149,31060.766944364703,281.71015625,1
103,104,2018-06-06,31162.01953125,31332.419921875,31161.369140625,31259.099609375,31259.099609375,1465410700,68.96501941662063,57.59464202489491,31267.49266662172,288.44609375,0
104,105,2018-06-07,31464.630859375,31521.130859375,31369.279296875,31512.630859375,31512.630859375,1937967000,119.57369790250596,60.535553061985695,31514.17513960738,267.278125,0
105,106,2018-06-08,31435.259765625,31435.259765625,30874.099609375,30958.2109375,30958.2109375,1721286300,113.64519119422766,52.036656380785566,31205.85683107721,220.618359375,0
106,107,2018-06-11,31016.51953125,31134.029296875,30898.5703125,31063.69921875,31063.69921875,1323340300,116.11831380542937,53.37785878412299,31124.49750107509,289.324609375,0
107,108,2018-06-12,31029.849609375,31242.859375,30944.970703125,31103.060546875,31103.060546875,1378992000,119.87188088599214,53.89591217045129,31110.04167904665,282.468359375,0
108,109,2018-06-13,30990.369140625,31023.73046875,30688.259765625,30725.150390625,30725.150390625,1630943500,91.30581339899436,48.341869108790526,30835.46766366881,283.48203125,0
109,110,2018-06-14,30684.0703125,30777.9609375,30349.9609375,30440.169921875,30440.169921875,2128385000,45.1551228173812,44.60864815674403,30518.33988001528,316.366015625,0
110,111,2018-06-15,30411.0703125,30519.2890625,30259.109375,30309.490234375,30309.490234375,2336474000,-1.940191719098948,42.96993613848494,30302.62490909244,371.595703125,0
111,112,2018-06-19,29999.009765625,30012.0390625,29332.279296875,29468.150390625,29468.150390625,3563935000,-105.92105540615012,34.247136549120626,29639.164450848784,311.399609375,0
112,113,2018-06-20,29478.4609375,29944.30078125,29406.19921875,29696.169921875,29696.169921875,2235041100,-167.99330761970486,37.92498072298793,29543.10008400016,400.259765625,0
113,114,2018-06-21,29764.05078125,29882.26953125,29285.7109375,29296.05078125,29296.05078125,2026711800,-246.62492274370743,34.29947882030972,29262.820572340424,448.30234375,0
114,115,2018-06-22,29215.5390625,29436.83984375,29089.390625,29338.69921875,29338.69921875,2153358900,-302.0184577938453,35.01261149346671,29209.697195200653,500.519921875,0
115,116,2018-06-25,29326.119140625,29403.359375,28895.400390625,28961.390625,28961.390625,2300773700,-372.0712738422772,31.731161809157683,28957.961603558542,484.409765625,0
116,117,2018-06-26,28881.1796875,29034.23046875,28505.08984375,28881.400390625,28881.400390625,2528392900,-429.0959949321805,31.066413383908127,28824.173016316185,533.965625,0
117,118,2018-06-27,28957.640625,28988.830078125,28342.8203125,28356.259765625,28356.259765625,2572195600,-510.7708272882119,27.058660237682176,28428.144964544303,503.841796875,0
118,119,2018-06-28,28368.009765625,28567.2890625,28169.099609375,28497.3203125,28497.3203125,2569401700,-557.6884948456645,29.68279466311189,28387.088517878816,525.4234375,0
119,120,2018-06-29,28463.849609375,28962.2890625,28463.849609375,28955.109375,28955.109375,2390149600,-551.5760765937885,37.5366379501523,28725.39004851447,485.749609375,0
120,121,2018-07-03,28617.0,28617.0,27990.44921875,28545.5703125,28545.5703125,3283196100,-573.1685489362098,33.88989270000651,28605.23830111105,515.94765625,1
121,122,2018-07-04,28546.3203125,28642.33984375,28141.279296875,28241.669921875,28241.669921875,2102178600,-607.7948236108532,31.44832806531562,28346.35060359747,539.666015625,1
122,123,2018-07-05,28101.849609375,28320.900390625,27830.75,28182.08984375,28182.08984375,1879594600,-632.7496461823575,30.9771404679412,28202.73804694005,534.05,1
123,124,2018-07-06,28254.369140625,28554.2109375,27925.330078125,28315.619140625,28315.619140625,2018289300,-634.4389818626332,33.386056224761674,28250.19431985248,502.878125,1
124,125,2018-07-09,28606.16015625,28821.5390625,28518.51953125,28688.5,28688.5,1877898300,-598.7886093761117,39.71348224176302,28547.43453026748,549.01640625,0
125,126,2018-07-10,28900.7109375,28981.9296875,28682.25,28682.25,28682.25,1667619300,-564.5321136670464,39.6455070383026,28676.72419195462,509.932421875,0
126,127,2018-07-11,28013.720703125,28365.720703125,28013.720703125,28311.689453125,28311.689453125,1871183500,-560.8184693377916,35.73956614096488,28464.948794226497,444.558203125,0
127,128,2018-07-12,28260.08984375,28614.529296875,28217.310546875,28480.830078125,28480.830078125,1850926800,-538.0256916676008,38.70787967465352,28485.06400409738,414.74609375,0
128,129,2018-07-13,28689.1796875,28715.359375,28500.509765625,28525.439453125,28525.439453125,1449784600,-510.4782899160091,39.501609735984935,28524.733846958014,396.159765625,0
129,130,2018-07-16,28580.9609375,28699.2109375,28327.0,28539.66015625,28539.66015625,1239642900,-481.9437544343891,39.769381709626366,28550.11978720517,313.353515625,0
130,131,2018-07-17,28451.5,28460.869140625,28137.94921875,28181.6796875,28181.6796875,1700682900,-482.6511980980722,35.50870063884044,28306.07203199516,327.191796875,1
131,132,2018-07-18,28352.109375,28386.380859375,28045.470703125,28117.419921875,28117.419921875,1507604000,-482.8310988605917,34.7882125739485,28154.739182579327,331.83984375,1
132,133,2018-07-19,28251.16015625,28329.98046875,27998.359375,28010.859375,28010.859375,1495109900,-485.9699646614608,33.571725061886184,28022.302508290697,329.621875,1
133,134,2018-07-20,28054.759765625,28294.740234375,27745.849609375,28224.48046875,28224.48046875,2439680200,-465.8505316547016,38.234594087076765,28127.062512946428,316.50234375,1
134,135,2018-07-23,28298.609375,28391.580078125,28091.060546875,28256.119140625,28256.119140625,1893557000,-442.254771767537,38.918456973997934,28205.872628542656,383.310546875,1
135,136,2018-07-24,28282.30078125,28718.0,28282.30078125,28662.5703125,28662.5703125,2416350500,-386.3054490144968,47.0320256895505,28530.38218093732,368.972265625,0
136,137,2018-07-25,28906.970703125,28964.7890625,28764.349609375,28920.900390625,28920.900390625,1632380100,-317.46110438568576,51.44645104166175,28849.59818448243,391.528125,0
137,138,2018-07-26,29083.400390625,29083.400390625,28625.080078125,28781.140625,28781.140625,1418097900,-271.0541327697647,49.064043676103125,28873.96401418145,363.433984375,0
138,139,2018-07-27,28734.73046875,28816.689453125,28572.7890625,28804.279296875,28804.279296875,1206039800,-229.7606736555717,49.48115784032955,28879.61007963165,388.773828125,0
139,140,2018-07-30,28631.05078125,28839.240234375,28539.560546875,28733.130859375,28733.130859375,1231291800,-200.46544979777536,48.17480040908311,28815.104451381896,327.77578125,0
140,141,2018-07-31,28663.140625,28682.310546875,28538.029296875,28583.009765625,28583.009765625,1464571200,-187.20411593327665,45.44832796141112,28669.48151664665,327.6078125,0
141,142,2018-08-01,28756.720703125,28772.80078125,28219.970703125,28340.740234375,28340.740234375,1516068100,-194.0068447460144,41.37831533382938,28430.60978085554,269.32421875,1
142,143,2018-08-02,28159.009765625,28218.279296875,27578.08984375,27714.560546875,27714.560546875,1989173700,-247.07665023367736,33.12210671222182,27889.7403601796,339.80234375,1
143,144,2018-08-03,27751.599609375,27786.150390625,27604.560546875,27676.3203125,27676.3203125,1608505200,-288.8903187867545,32.69309403046921,27644.519696882315,376.176171875,1
144,145,2018-08-06,27885.509765625,28074.529296875,27730.419921875,27819.560546875,27819.560546875,1445836100,-306.93167485771846,36.0352158649914,27669.44653667218,363.7140625,1
145,146,2018-08-07,27889.439453125,28266.6796875,27843.16015625,28248.880859375,28248.880859375,1553852900,-283.3214490950195,44.870978355108775,28011.96631280909,372.6,0
146,147,2018-08-08,28473.48046875,28473.48046875,28224.4609375,28359.140625,28359.140625,1611650400,-252.7991130281625,46.89969063293455,28255.342066770445,428.44765625,0
147,148,2018-08-09,28260.5,28728.169921875,28192.810546875,28607.30078125,28607.30078125,1448212200,-206.2086394023754,51.248108898995234,28535.715668300138,367.685546875,0
148,149,2018-08-10,28614.73046875,28665.900390625,28296.990234375,28366.619140625,28366.619140625,1284477700,-186.5556786419365,47.21012140123221,28477.351478567365,346.71953125,0
149,150,2018-08-13,27956.779296875,28085.169921875,27823.2109375,27936.5703125,27936.5703125,1484354700,-203.33767149027327,40.99465341909228,28133.99345969431,384.18359375,0
150,151,2018-08-14,27938.3203125,27946.55078125,27522.8203125,27752.9296875,27752.9296875,1490419600,-228.81799537294137,38.65434694647527,27849.80382653589,367.753515625,0
151,152,2018-08-15,27724.720703125,27727.26953125,27249.080078125,27323.58984375,27323.58984375,1913746300,-280.4226822727651,33.79659262658059,27432.72644699006,367.795703125,1
152,153,2018-08-16,26871.109375,27405.25,26871.109375,27100.060546875,27100.060546875,2138210600,-335.4892766920748,31.57196770737923,27113.88331066113,413.6296875,1
153,154,2018-08-17,27388.5703125,27450.83984375,27101.099609375,27213.41015625,27213.41015625,1557764000,-365.7672943168072,33.946351667955284,27085.4085919943,413.3859375,1
154,155,2018-08-20,27273.779296875,27609.80078125,27209.220703125,27598.01953125,27598.01953125,1660834700,-354.64017830236844,41.37916794845449,27375.365530687497,409.551953125,1
155,156,2018-08-21,27670.5390625,27771.30078125,27526.30078125,27752.7890625,27752.7890625,1699480400,-329.5346434319836,44.10488473585576,27630.719405763648,437.276171875,1
156,157,2018-08-22,27836.6796875,27954.51953125,27579.80078125,27927.580078125,27927.580078125,1784465100,-292.16630750662443,47.09666780465694,27868.353389882108,401.530078125,1
157,158,2018-08-23,28005.330078125,28051.650390625,27659.2109375,27790.4609375,27790.4609375,1462580600,-270.49781972174605,45.05914332697158,27867.14566334785,380.8359375,1
158,159,2018-08-24,27565.98046875,27830.91015625,27532.060546875,27671.869140625,27671.869140625,1492245200,-259.89876171134165,43.313802623102,27770.13131538936,352.495703125,1
159,160,2018-08-27,28016.66015625,28289.060546875,27956.0390625,28271.26953125,28271.26953125,2133548500,-200.8176145292564,53.18424042703671,28140.7500886874,342.317578125,0
160,161,2018-08-28,28530.890625,28579.640625,28234.529296875,28351.619140625,28351.619140625,1651324700,-145.83081491303165,54.33218457962669,28348.81667273185,328.805859375,0
161,162,2018-08-29,28362.83984375,28485.830078125,28272.130859375,28416.439453125,28416.439453125,1365810400,-95.91726630995254,55.28475337491557,28464.78360827829,348.828125,0
162,163,2018-08-30,28533.9296875,28533.9296875,28121.400390625,28164.05078125,28164.05078125,1292190100,-75.85164404186071,50.83823586888718,28315.18986206222,316.62421875,0
163,164,2018-08-31,27798.2109375,27962.029296875,27720.3203125,27888.55078125,27888.55078125,1923264400,-81.24345451899717,46.44679712170958,28038.39966218319,320.6421875,0
164,165,2018-09-03,27809.44921875,27822.189453125,27577.0390625,27712.5390625,27712.5390625,1396877700,-98.58273956458288,43.84122158242381,27788.7164338844,309.2140625,0
165,166,2018-09-04,27619.1796875,27984.890625,27563.7890625,27973.33984375,27973.33984375,1102334700,-90.2396284806091,48.45528956463903,27870.73011181152,291.63984375,0
166,167,2018-09-05,27789.01953125,27861.990234375,27208.33984375,27243.849609375,27243.849609375,1913637000,-140.8674530691278,38.84215660069707,27404.30547152123,306.837890625,0
167,168,2018-09-06,27069.2109375,27268.390625,26818.8203125,26974.8203125,26974.8203125,2172071800,-200.388780653946,36.00519352575897,27025.263655157683,394.828125,1
