,date,open,high,low,close,adj close,volume,MACD,RSI,TEMA,ADR,week_trend
0,19360.0,19570.4296875,20212.55078125,19303.73046875,20145.2890625,20145.2890625,2286651100,0.0,,20145.2890625,908.8203125,1
1,19361.0,20319.98046875,20793.109375,20233.390625,20793.109375,20793.109375,3015986300,14.534430088140653,100.0,20751.648875000006,908.8203125,1
2,19362.0,21295.869140625,21396.08984375,20962.400390625,21052.169921875,21052.169921875,2875372400,26.55320088259396,100.0,21052.42156178243,839.0,1
3,19363.0,21220.890625,21282.7109375,20862.76953125,20991.640625,20991.640625,2754459500,29.183434703667444,92.9589692164509,21057.58732135076,743.973828125,1
4,19366.0,21295.939453125,21470.689453125,21216.919921875,21388.33984375,21388.33984375,2697924400,45.783854547644296,95.29642971595268,21342.24603302737,646.198046875,1
5,19367.0,21370.419921875,21395.419921875,21187.73046875,21331.4609375,21331.4609375,2543159700,52.47019856611951,90.64968400531612,21384.810168839445,515.187890625,1
6,19368.0,21463.8203125,21686.30078125,21327.41015625,21436.05078125,21436.05078125,2971313200,60.59253138635541,91.47304313190465,21457.865104230623,374.96171875,1
7,19369.0,21599.8203125,21698.939453125,21223.83984375,21514.099609375,21514.099609375,2834627500,68.77654483119113,92.03658225286756,21527.927192929885,334.79609375,1
8,19370.0,21605.0703125,21770.080078125,21474.98046875,21738.66015625,21738.66015625,2463604200,84.53862191964436,93.3901328344635,21703.887863210595,343.078125,1
9,19373.0,21818.650390625,21947.55078125,21572.509765625,21746.720703125,21746.720703125,2559091800,94.90506900292894,93.43327871225333,21769.907034474145,318.109765625,1
10,19374.0,21678.05078125,21797.619140625,21417.25,21577.640625,21577.640625,2307534200,92.05722473646163,81.42653725878372,21662.968969468653,342.3640625,1
11,19375.0,21514.80078125,21691.669921875,21422.189453125,21678.0,21678.0,2485346700,94.22974454082214,82.83641593711218,21677.131733295893,376.9,1
12,19376.0,21452.259765625,21754.080078125,21383.029296875,21650.98046875,21650.98046875,1664915500,93.06466397597252,81.05255852218448,21659.222509878717,359.01796875,1
13,19377.0,21812.4609375,22051.76953125,21754.349609375,22044.650390625,22044.650390625,1956241900,113.799471234277,85.83783961067682,21925.92547440765,338.208203125,1
14,19383.0,22386.369140625,22566.779296875,22329.0703125,22566.779296875,22566.779296875,2455079700,158.96862992970637,89.5922638147665,22404.32985182936,338.672265625,0
15,19384.0,22614.919921875,22700.849609375,22483.779296875,22688.900390625,22688.900390625,2012141000,198.65124994920552,90.24373477553216,22680.82162845728,311.205859375,0
16,19387.0,22579.880859375,22623.810546875,21992.509765625,22069.73046875,22069.73046875,3802780400,188.1324807062192,67.25688787293142,22335.94126497491,278.54609375,0
17,19388.0,22190.26953125,22284.3203125,21631.55078125,21842.330078125,21842.330078125,3304372200,163.42968540194124,61.10118028945652,22002.109803643143,350.91015625,0
18,19389.0,21920.80078125,22072.1796875,21703.599609375,22072.1796875,22072.1796875,2548571000,157.20210211625815,64.62545182369178,22015.094317620908,407.25390625,0
19,19390.0,22276.23046875,22311.9609375,21930.529296875,21958.359375,21958.359375,2401245600,143.08590823127815,61.64690191834858,21947.215558837022,421.4859375,0
20,19391.0,21811.080078125,21820.779296875,21459.650390625,21660.470703125,21660.470703125,2414664700,110.75630648739389,54.55944935709083,21714.344668457783,450.23046875,0
21,19394.0,21349.169921875,21349.169921875,21085.720703125,21222.16015625,21222.16015625,2314469800,55.00644066371751,46.15170864999442,21314.92762565468,479.0421875,0
22,19395.0,21288.390625,21512.2109375,21259.2109375,21298.69921875,21298.69921875,1777942000,16.317582078994747,47.66827115469389,21214.97677802973,405.471875,0
23,19396.0,21283.900390625,21443.48046875,21178.869140625,21283.51953125,21283.51953125,1894498900,-14.967355125103497,47.38324966517516,21188.05518951591,325.51796875,0
24,19397.0,21154.25,21637.55078125,21151.26953125,21624.359375,21624.359375,1933829700,-15.429381436450058,54.02980681111695,21439.887470607435,304.72421875,0
25,19398.0,21559.439453125,21579.990234375,21157.51953125,21190.419921875,21190.419921875,1782692000,-46.0779424842367,46.05354735873525,21258.99177900467,325.694140625,0
26,19401.0,20910.080078125,21230.150390625,20799.91015625,21164.419921875,21164.419921875,1772634000,-71.26199936339617,45.618996631987926,21168.813807359948,337.9625,0
27,19402.0,21235.919921875,21237.880859375,21074.939453125,21113.759765625,21113.759765625,1408732200,-93.69061609623168,44.733297606107655,21104.63674654441,371.320703125,0
28,19403.0,21116.83984375,21117.580078125,20726.830078125,20812.169921875,20812.169921875,2143024200,-131.8411720697477,39.78156511899541,20875.424694483416,353.308984375,0
29,19404.0,20947.0703125,21306.5390625,20887.69921875,20987.669921875,20987.669921875,2180463800,-147.3470983655825,43.687930311882894,20911.937588481705,378.53671875,0
30,19405.0,20958.630859375,21056.6796875,20703.740234375,20719.810546875,20719.810546875,1631650800,-177.34100374341506,39.47854282394193,20754.027365917715,365.0484375,0
31,19408.0,20681.470703125,20973.669921875,20606.849609375,20886.9609375,20886.9609375,1915367500,-186.42107885079892,43.15902072663223,20814.85640301968,351.1421875,0
32,19409.0,20859.5,20941.30078125,20503.05078125,20529.490234375,20529.490234375,2004601100,-217.83577279129167,37.85681415412592,20601.553976778938,338.458203125,0
33,19410.0,20512.490234375,20620.98046875,20344.859375,20423.83984375,20423.83984375,1766388300,-247.7508143125815,36.432236176725446,20444.188623923823,393.519921875,1
34,19411.0,20339.150390625,20601.220703125,20323.240234375,20351.349609375,20351.349609375,1729748400,-273.7158788819834,35.446615031777355,20339.38604501436,370.594140625,1
35,19412.0,20223.669921875,20233.640625,20006.779296875,20010.0390625,20010.0390625,2061880100,-316.54137508496206,31.17072978138289,20069.808063965687,342.422265625,1
36,19415.0,19821.029296875,20086.529296875,19804.560546875,19943.509765625,19943.509765625,1897627300,-351.43037093969906,30.40091570760553,19923.961396821425,317.206640625,1
37,19416.0,20020.169921875,20185.05078125,19783.0703125,19785.939453125,19785.939453125,2751875300,-386.6414124325856,28.59938481474356,19771.9977068522,300.236328125,1
38,19417.0,19849.970703125,20674.0703125,19849.970703125,20619.7109375,20619.7109375,2889639700,-346.28592092682084,46.62376409747103,20314.89531005364,292.982421875,0
39,19418.0,20390.01953125,20548.5703125,20321.25,20429.4609375,20429.4609375,1992565500,-325.2576895197599,43.90049775053022,20429.77115530047,402.578125,0
40,19419.0,20703.140625,20727.25,20498.16015625,20567.5390625,20567.5390625,2226145400,-294.48352837701896,46.349781928760656,20569.753293153943,392.44609375,0
41,19422.0,20437.869140625,20702.75,20410.0,20603.189453125,20603.189453125,2485355800,-264.27453374695324,46.99326235418357,20644.519912466654,392.891796875,0
42,19423.0,20606.830078125,21005.66015625,20358.779296875,20534.48046875,20534.48046875,3634829700,-242.8902735852025,45.85181906720367,20614.85333442033,395.048046875,0
43,19424.0,20256.890625,20269.9296875,19969.470703125,20051.25,20051.25,2643542900,-260.7068147810678,38.72721861819607,20249.44440304777,444.028125,0
44,19425.0,20082.419921875,20157.240234375,19907.580078125,19925.740234375,19925.740234375,2193340400,-281.39465143382404,37.11415529433494,19998.398786547277,339.3,0
45,19426.0,19580.779296875,19637.720703125,19281.970703125,19319.919921875,19319.919921875,3587989800,-341.40387797418225,30.508611857335296,19473.09755781723,343.76796875,1
46,19429.0,19411.880859375,19791.640625,19390.380859375,19695.970703125,19695.970703125,3133740000,-355.23999609542807,37.89729187728373,19530.933171740096,369.1,0
47,19430.0,19524.509765625,19639.51953125,19122.8203125,19247.9609375,19247.9609375,3027393700,-396.92735695176816,33.34811492391606,19270.268340344945,390.801953125,1
